emotion,anger,fear,happiness,sadness,surprise,neutral,pred_label
fear,0.008687727,0.23567985,0.002831662,0.70694035,0.0003471538,0.04551321,sadness
sadness,0.018404372,0.014411907,0.011996198,0.94866294,0.00075905875,0.0057655517,sadness
surprise,0.009345515,0.022579761,0.005728038,0.0029325106,0.955635,0.0037792379,surprise
neutral,0.042837173,0.17663504,0.0018389529,0.16352369,0.007933999,0.60723114,neutral
sadness,0.0034540584,0.89645094,0.0021236988,0.082276225,0.009184893,0.006510043,fear
neutral,0.007922498,0.020449731,0.024539234,0.09132887,0.015403903,0.8403558,neutral
happiness,0.00049401075,0.00078842137,0.99736315,0.00017925505,0.00094521913,0.00022994666,happiness
sadness,0.010321301,0.11184254,0.00040158312,0.8178787,0.0008172577,0.05873855,sadness
neutral,0.008885514,0.0014504617,0.00037160932,0.0027435976,0.00024480635,0.986304,neutral
happiness,0.00080381945,0.0011870145,0.9516675,0.003661664,0.0003594615,0.04232064,happiness
neutral,0.0034697333,0.012727683,0.7709037,0.04968544,0.025904045,0.13730934,happiness
sadness,0.016467195,0.01808783,0.0022543208,0.958403,0.00028428837,0.0045033237,sadness
sadness,0.044041906,0.020001426,0.0007559476,0.60852295,0.00011397777,0.32656378,sadness
sadness,0.0043472396,0.012015816,0.00051639084,0.98012596,9.276362e-05,0.002901747,sadness
anger,0.15960367,0.026608983,0.0035366057,0.66744953,0.0008497969,0.14195141,sadness
sadness,0.019198751,0.2365977,0.0034530982,0.62186843,0.001789162,0.117092796,sadness
neutral,0.04666255,0.19188361,0.025928399,0.6346391,0.0058514215,0.09503499,sadness
neutral,0.12807457,0.07728532,0.009505042,0.4850463,0.0056691114,0.29441962,sadness
neutral,0.1785845,0.0073507153,0.065976515,0.02937202,0.0013088641,0.71740746,neutral
happiness,0.0009079559,0.0013740577,0.9800867,0.0020008613,0.0050530205,0.010577423,happiness
sadness,0.056003924,0.018992387,0.0044218986,0.836237,0.00077425723,0.08357052,sadness
fear,0.99566084,0.0022277732,0.00011854462,0.0012812879,0.00039093714,0.00032067945,anger
sadness,0.030083094,0.0266873,0.007183981,0.82481486,0.0011761555,0.11005471,sadness
sadness,0.0006957905,0.0008099155,0.0004063109,0.00034348885,0.9961324,0.0016120962,surprise
sadness,0.04351009,0.03192762,0.0016768975,0.91294503,0.0004006074,0.009539829,sadness
anger,0.97117674,0.014233924,0.0018870314,0.0032208574,0.0074237566,0.0020575817,anger
surprise,0.0025562812,0.024024853,0.005577343,0.0038201357,0.95708597,0.0069354153,surprise
happiness,8.471515e-05,0.0002457285,0.9681966,0.00094587053,0.00033860558,0.030188583,happiness
sadness,0.0046897256,0.12939681,0.56323045,0.2553569,0.016865475,0.03046064,happiness
surprise,0.14049922,0.45429263,0.0030829897,0.012668213,0.38821945,0.0012375461,fear
neutral,0.034328412,0.029856758,0.011486483,0.11618198,0.0037092227,0.80443716,neutral
anger,0.8517405,0.049433976,0.0011825954,0.06884964,0.0030379475,0.025755335,anger
neutral,0.10144555,0.05810608,0.0047218837,0.20871285,0.0015116291,0.62550205,neutral
fear,0.002931765,0.0031187043,0.00024028035,0.63675135,6.15301e-05,0.3568965,sadness
fear,0.021569766,0.75779605,0.0015059997,0.09546097,0.018572643,0.10509456,fear
happiness,0.100707255,0.038362443,0.8001595,0.0072469157,0.03590042,0.017623447,happiness
fear,0.097686246,0.07810688,0.014063116,0.097591594,0.024358759,0.6881934,neutral
sadness,0.084713735,0.04107741,0.046393987,0.23292251,0.018586291,0.57630605,neutral
happiness,4.9216207e-05,0.00018285288,0.995939,0.00014733389,0.0021513132,0.0015302611,happiness
happiness,0.00044767564,0.00023855345,0.99397707,0.00045171572,0.0008876968,0.0039973184,happiness
happiness,1.8570883e-05,1.2298718e-05,0.99960285,1.4609797e-05,0.00023587092,0.00011581879,happiness
sadness,0.005105906,0.19458678,0.0003663967,0.79531425,8.8118504e-05,0.0045385505,sadness
fear,0.048982643,0.6899864,0.00090248114,0.10206046,0.094875194,0.06319278,fear
happiness,0.00906898,0.0039912644,0.057279848,0.005422539,0.0015979421,0.9226395,neutral
happiness,0.00063419825,0.00030166606,0.9594158,0.0007030028,0.0025830872,0.036362186,happiness
neutral,0.15223859,0.015420111,0.0050630034,0.20858768,0.0023985885,0.61629206,neutral
happiness,0.0077398084,0.0030863837,0.32949162,0.014026014,0.0020944558,0.6435617,neutral
anger,0.9934223,0.006032281,0.000176682,0.00014918682,0.00019922186,2.0293961e-05,anger
sadness,0.02561665,0.17803386,0.0015789106,0.64725393,0.0017107307,0.1458059,sadness
happiness,0.057015184,0.07052272,0.05852186,0.030578947,0.7617419,0.021619365,surprise
anger,0.3583054,0.061475273,0.0007750774,0.5717306,0.0014128198,0.0063008033,sadness
surprise,0.00038488078,0.010637035,0.0024549447,0.00033505182,0.9859848,0.00020327054,surprise
fear,0.63173354,0.36241004,0.0015007005,0.0018724136,0.0016801783,0.0008031223,anger
anger,0.94154704,0.050433166,0.00017069923,0.004564589,0.0024029904,0.0008813822,anger
anger,0.6468798,0.032556776,0.0092896875,0.27866673,0.006363524,0.026243493,anger
fear,0.08990338,0.58873206,0.0001808859,0.0022976105,0.31865573,0.00023032664,fear
sadness,0.09004374,0.021640368,0.0068167006,0.79618585,8.617511e-05,0.085227095,sadness
happiness,0.003096726,0.0039098565,0.98220414,0.0031220738,0.0011486202,0.006518615,happiness
neutral,0.12884846,0.005229879,0.2357654,0.016609564,0.007933988,0.6056127,neutral
happiness,0.021544293,0.00599949,0.96765476,0.0030463159,0.0011818593,0.0005732924,happiness
surprise,0.015770096,0.65645504,0.0027285817,0.014935733,0.30740952,0.0027009933,fear
happiness,0.02157367,0.010085955,0.729616,0.033769432,0.0018798729,0.2030751,happiness
surprise,0.016712533,0.06202365,0.020721894,0.029571552,0.17257847,0.6983919,neutral
surprise,0.00047763152,0.005619926,0.0007028717,0.0002686653,0.9926162,0.0003147057,surprise
happiness,7.60444e-05,0.00037025652,0.99025047,5.347413e-05,0.0091608,8.886491e-05,happiness
fear,0.0037167987,0.3105157,0.0053240554,0.5370669,0.0028426077,0.14053391,sadness
fear,0.0815288,0.4356162,0.0094997445,0.43155676,0.023192473,0.018606126,fear
fear,0.004946923,0.81685793,0.028623741,0.024222039,0.11852897,0.006820473,fear
happiness,8.214811e-05,7.062927e-05,0.9982338,3.2327123e-05,0.0015422746,3.878537e-05,happiness
fear,0.008594079,0.10358833,0.0010438734,0.78296185,0.00036763286,0.103444256,sadness
fear,0.010735778,0.318218,0.0006605224,0.002452551,0.6674441,0.000489023,surprise
happiness,0.02719707,0.17507051,0.7747388,0.0006132877,0.022190234,0.00019024784,happiness
fear,0.6287965,0.09191225,0.007901291,0.2124539,0.0008944307,0.058041636,anger
sadness,0.022345597,0.025224375,0.011957672,0.047013465,0.0055848127,0.8878741,neutral
surprise,0.0017666082,0.0072958474,0.0027286962,0.000119889344,0.987948,0.00014100762,surprise
sadness,0.23433882,0.18108454,0.0015777324,0.53817505,0.0016140539,0.043209802,sadness
happiness,0.00013400405,7.281367e-05,0.99841833,0.00016535618,7.8825244e-05,0.001130613,happiness
happiness,0.0003019635,0.0004424456,0.9842271,0.0011756372,0.000525092,0.013327703,happiness
happiness,0.1438812,0.027775222,0.7495145,0.012398627,0.053096443,0.013333951,happiness
happiness,1.7853581e-05,1.9030409e-05,0.999574,4.0313513e-05,3.3387118e-05,0.00031537405,happiness
surprise,6.755952e-05,0.0016918675,0.00062701147,0.00014513869,0.99729365,0.00017470762,surprise
neutral,0.061759368,0.29373306,0.0038293323,0.17984755,0.011415809,0.44941482,neutral
fear,0.06315809,0.39019337,0.09639696,0.16365504,0.030670572,0.25592592,fear
sadness,0.0022264558,0.039215475,0.00041231074,0.9516787,0.000106609776,0.0063604903,sadness
anger,0.88917965,0.10953635,0.00041457562,0.0004202196,0.00035023445,9.890147e-05,anger
sadness,0.1539792,0.015937623,0.11991372,0.4152082,0.0010490711,0.29391217,sadness
neutral,0.00063785614,0.0030031651,0.0068305517,0.015172572,0.00019154452,0.9741643,neutral
sadness,0.069582306,0.022393102,0.03456436,0.06886034,0.004431241,0.80016863,neutral
fear,0.5346183,0.45405713,0.003802881,0.003431658,0.0034832396,0.0006067522,anger
sadness,0.032143198,0.054187797,0.0008110028,0.8091167,0.0005036546,0.10323765,sadness
neutral,0.012900801,0.0057124603,0.0010489252,0.014585103,0.0018425343,0.9639102,neutral
anger,0.9468967,0.0038552538,0.00020322754,0.0212182,0.0003820975,0.02744444,anger
sadness,0.40322977,0.05129734,0.002742766,0.51943105,0.0019647956,0.021334246,sadness
sadness,0.019444784,0.04507582,0.14702752,0.11787176,0.0012215748,0.6693586,neutral
neutral,0.015789181,0.019664155,0.004746882,0.06965765,0.0018129423,0.8883292,neutral
fear,0.7792259,0.053458296,0.0010557448,0.1605088,0.0007484274,0.005002886,anger
fear,0.053304005,0.9141332,0.013140238,0.01149176,0.0053259064,0.002604976,fear
surprise,0.0041405847,0.010281036,0.14964548,0.0030656566,0.8237129,0.009154338,surprise
neutral,0.03026267,0.007259562,0.52513343,0.025741933,0.0009275469,0.41067484,happiness
sadness,9.226498e-05,0.014575897,0.0002985394,0.00026165397,0.98470193,6.9760856e-05,surprise
neutral,0.0017114923,0.00087149855,0.01135624,0.003478706,0.008901569,0.9736805,neutral
neutral,0.040415216,0.008145143,0.29084602,0.06919713,0.004075501,0.587321,neutral
happiness,0.0011043913,0.00017482619,0.9945141,0.001028103,3.5397912e-05,0.0031432225,happiness
neutral,0.22068475,0.034297127,0.071145415,0.0657598,0.0075806375,0.6005323,neutral
happiness,0.00055898906,8.0955244e-05,0.8093411,0.00033012606,0.00016618085,0.1895227,happiness
happiness,0.001359945,0.000302277,0.99781203,0.000293788,6.65628e-05,0.0001654409,happiness
surprise,0.61596185,0.18005803,0.0044654645,0.02159268,0.17211038,0.005811644,anger
sadness,0.034705266,0.06582574,0.014002116,0.8036404,0.0003205989,0.08150579,sadness
surprise,0.5922762,0.09460657,0.0043455525,0.26108572,0.0058455644,0.041840397,anger
neutral,0.007993688,0.0014690215,0.86047304,0.09651773,9.7224496e-05,0.033449367,happiness
happiness,0.030516671,0.09689688,0.22697566,0.28222397,0.005369792,0.35801706,neutral
fear,0.015339281,0.93633336,0.0015404467,0.002953649,0.043102603,0.0007305512,fear
happiness,0.0044236495,0.00091213983,0.73365337,0.006303769,0.000804392,0.25390267,happiness
fear,0.437487,0.257001,0.0013702816,0.20995827,0.00016522226,0.09401819,anger
anger,0.7570726,0.016469983,0.011544044,0.11581085,0.0007982101,0.09830421,anger
fear,0.548022,0.43203515,0.0006561007,0.011414276,0.0072995867,0.00057290925,anger
happiness,0.00044347747,0.00012265651,0.9651285,0.0003737469,0.0009882499,0.03294344,happiness
fear,0.014112518,0.96588176,3.0345434e-05,0.011565169,0.00661435,0.0017958983,fear
sadness,0.0071101063,0.03969547,0.0052898377,0.21654174,0.0001807628,0.7311821,neutral
surprise,0.0027672562,0.2720114,0.00069424196,0.0029035464,0.72130185,0.00032168187,surprise
anger,0.595774,0.058666505,0.0022925015,0.29027492,0.0050306176,0.0479615,anger
happiness,0.0007083993,0.00034368757,0.99541974,3.112704e-05,0.0034091661,8.790464e-05,happiness
anger,0.8328547,0.031944413,0.0010106188,0.0022528695,0.12991486,0.0020225863,anger
happiness,0.00023951453,5.1883195e-05,0.9981121,8.9722154e-05,0.0006075863,0.00089926634,happiness
happiness,0.0003327841,0.00032612006,0.9963284,0.0006573297,0.00021555835,0.0021398144,happiness
anger,0.8576718,0.061046507,0.0072320146,0.065103,0.0021584732,0.006788291,anger
sadness,0.84980243,0.02661855,0.00812056,0.054637175,0.0010271554,0.05979419,anger
fear,8.425631e-05,0.9991811,3.9975776e-06,0.0006223395,0.000106741194,1.6268265e-06,fear
happiness,0.001545107,0.0012219631,0.9904744,0.00086507364,0.0012807298,0.0046126787,happiness
happiness,0.014302333,0.8504066,0.009040797,0.071652494,0.027936926,0.026660806,fear
happiness,0.00014843047,0.0010904789,0.98242134,0.0001448134,0.013266167,0.0029286887,happiness
sadness,0.06292383,0.20330793,0.0017827885,0.37011504,0.0088273585,0.35304302,sadness
fear,0.009206415,0.33200085,0.0007771833,0.6386964,0.00077154126,0.018547699,sadness
happiness,0.004611014,0.011996598,0.9663598,0.012836253,0.0024737641,0.0017226043,happiness
neutral,0.016535897,0.042470824,0.010578932,0.08950976,0.021196166,0.81970847,neutral
fear,0.6463064,0.050405223,0.0011865868,0.16611327,0.0039106966,0.13207781,anger
happiness,6.364419e-05,3.9926203e-05,0.999556,0.000106488355,2.3080624e-05,0.00021079971,happiness
happiness,0.0029151894,0.00027550108,0.9616122,0.00051020284,0.0005244079,0.03416243,happiness
anger,0.62293917,0.056833085,0.017647425,0.27925852,0.0064246976,0.016897067,anger
sadness,0.021989126,0.02082408,0.0030945279,0.93633455,0.00078866555,0.01696908,sadness
anger,0.7433766,0.02061903,0.013355651,0.105385505,0.009279009,0.107984096,anger
anger,0.88822377,0.013529523,0.0032806722,0.06821519,0.0015024525,0.025248408,anger
fear,0.025834478,0.9459279,0.00021995537,0.0058650626,0.022030544,0.00012205079,fear
neutral,0.5385763,0.16944528,0.0070449756,0.18017241,0.012716463,0.09204453,anger
neutral,0.03420804,0.066913076,0.58257383,0.06772281,0.0048379353,0.24374425,happiness
happiness,0.0004334862,0.0002597256,0.9889448,0.00013950307,0.0046010055,0.0056214537,happiness
fear,0.16651438,0.28521663,0.000980048,0.5035832,0.010064626,0.03364116,sadness
neutral,0.004968115,0.008932201,0.036289077,0.10254613,0.0005758848,0.8466885,neutral
neutral,0.041604593,0.03159981,0.011536033,0.030143669,0.016435051,0.8686808,neutral
happiness,0.02314813,0.0060291933,0.030655852,0.01633466,0.00030000473,0.9235322,neutral
fear,0.03396848,0.01282691,0.057880346,0.0065230653,0.84582365,0.042977598,surprise
neutral,0.05289906,0.00927399,0.011222428,0.2078627,0.0003105719,0.7184313,neutral
sadness,0.008343079,0.008927778,0.035138164,0.44879803,0.00042892585,0.4983641,neutral
happiness,0.6564268,0.08611546,0.08277617,0.14155036,0.012640904,0.020490335,anger
happiness,0.00038021908,2.855528e-05,0.9988392,2.3763341e-05,0.0005455198,0.00018271989,happiness
neutral,0.03213155,0.03223703,0.00752059,0.34267583,0.0008864129,0.58454853,neutral
anger,0.070967644,0.015921777,0.0027759373,0.0340655,0.0011891556,0.87508,neutral
anger,0.8272778,0.02678075,0.014746787,0.010145627,0.06951604,0.051533155,anger
neutral,0.0010627568,0.0009955752,0.89814454,0.0035648425,0.00039671478,0.09583561,happiness
happiness,0.00022378477,7.160604e-05,0.9949975,0.00013109826,0.0008043148,0.003771743,happiness
fear,0.004745578,0.87495595,2.9323706e-05,0.1134216,0.00027900207,0.0065686093,fear
anger,0.684459,0.08257413,0.0007254546,0.16183224,0.01269382,0.057715412,anger
happiness,6.90944e-05,1.8610663e-05,0.97499335,9.415892e-05,6.223601e-05,0.024762472,happiness
surprise,7.7005745e-05,0.015967028,0.0003480041,0.00010725381,0.9833935,0.00010728316,surprise
happiness,5.6620393e-05,0.0001179681,0.99524397,0.0004353093,0.00081889605,0.0033272086,happiness
happiness,0.029631523,0.024254408,0.08076514,0.30565086,0.00035096504,0.55934715,neutral
happiness,1.627921e-05,8.985622e-06,0.99861777,0.00014053263,7.540456e-07,0.0012156132,happiness
anger,0.992732,0.0010451549,0.0013970649,0.0039176196,0.00013308121,0.00077507715,anger
fear,0.0036636048,0.19485052,0.027728494,0.4416623,0.05629897,0.27579606,sadness
neutral,0.09918011,0.028552309,0.0047093453,0.05380496,0.0034214803,0.81033176,neutral
happiness,0.16442248,0.0048275758,0.7724424,0.046217065,0.00029205583,0.011798458,happiness
anger,0.99495465,0.002019658,5.1088406e-05,0.002765193,0.00013259261,7.688237e-05,anger
surprise,0.9443825,0.02683892,0.00035611232,0.004200667,0.023560507,0.0006613384,anger
happiness,0.012044892,0.013189843,0.95609486,0.0009110539,0.017143175,0.0006162119,happiness
sadness,0.057360608,0.06331507,0.003093538,0.87136227,0.001121114,0.0037474069,sadness
happiness,0.048294216,0.09131295,0.01644676,0.57106906,0.0021375392,0.27073944,sadness
anger,0.9983791,0.0002588045,3.2163145e-05,0.0011916815,7.945187e-05,5.875378e-05,anger
anger,0.96154225,0.023220392,0.000616573,0.004146512,0.00975337,0.00072096614,anger
happiness,0.0016808577,0.0010442886,0.9650638,0.005424236,0.00015452222,0.026632205,happiness
fear,0.00542468,0.010830447,0.46845663,0.009463404,0.030330874,0.475494,neutral
happiness,5.148902e-05,1.5353446e-05,0.999158,0.000101603015,5.6963945e-06,0.000667901,happiness
happiness,0.0030721843,0.0010657194,0.9846772,0.0023505022,0.0008144566,0.008020006,happiness
neutral,0.09355751,0.0121069355,0.0148377875,0.104741365,0.0015206484,0.77323574,neutral
anger,0.18314561,0.13213807,0.008041929,0.1255599,0.12873384,0.42238066,neutral
fear,0.07843979,0.2519104,0.05565279,0.52365214,0.016477477,0.07386741,sadness
happiness,0.001005221,0.0027134614,0.98890775,0.00044194813,0.006802308,0.0001292828,happiness
anger,0.9988876,0.00066016044,5.2195177e-05,4.9990955e-05,0.00033925963,1.0872927e-05,anger
sadness,0.15303746,0.07808314,0.0006659035,0.73594,0.000102052814,0.032171506,sadness
fear,0.0024477472,0.12813841,0.0075463965,0.82590127,0.0071303607,0.028835839,sadness
happiness,0.13562648,0.232045,0.035041366,0.08704821,0.4103895,0.099849395,surprise
neutral,0.029371155,0.0923702,0.0010089022,0.0028648374,0.87361985,0.0007650076,surprise
happiness,0.0010290935,0.00079941197,0.97833055,0.0007505742,0.010148449,0.008941939,happiness
neutral,0.07937504,0.024228228,0.023984391,0.13100262,0.011178175,0.7302316,neutral
neutral,0.03249204,0.02254024,0.1690654,0.045484267,0.004613761,0.72580427,neutral
fear,0.0266937,0.022173926,0.013167782,0.013728975,0.9034312,0.020804407,surprise
sadness,0.741933,0.016821913,0.098681346,0.111005664,0.00069890806,0.030859144,anger
neutral,0.0011093434,0.0013287913,0.00026076136,0.015335424,4.5481334e-05,0.9819202,neutral
fear,0.264711,0.08397363,0.014953163,0.1373637,0.01119575,0.48780274,neutral
fear,0.007894342,0.064140454,0.0009075195,0.90057313,0.00021537876,0.026269197,sadness
anger,0.99124444,0.003669737,7.433769e-05,0.00037126418,0.0045529106,8.7364286e-05,anger
neutral,0.034814533,0.008470358,0.025781821,0.010840731,0.0013541315,0.9187384,neutral
happiness,0.00012900292,8.723389e-05,0.9977552,0.00019059758,0.0010271879,0.0008108277,happiness
fear,0.042454466,0.037839837,0.0042407434,0.2612544,0.0012086757,0.65300184,neutral
fear,0.02061567,0.53420615,0.0049727475,0.34970614,0.0031670711,0.08733218,fear
fear,0.011425137,0.0019521689,0.067165636,0.014853564,0.00014287277,0.9044606,neutral
anger,0.10393851,0.00057799235,0.8949807,0.00012433779,0.00031841308,6.003558e-05,happiness
neutral,0.093247496,0.09847012,0.058421906,0.1159775,0.005776064,0.62810683,neutral
happiness,0.00022826134,0.0023339703,0.9643834,0.00014486277,0.032393858,0.00051573245,happiness
sadness,0.05199487,0.105783045,0.0013469383,0.73960054,0.0020700202,0.099204645,sadness
anger,0.6074954,0.03417365,0.003807135,0.34755105,0.00013891551,0.006833809,anger
happiness,0.0024616756,0.00043292236,0.9384613,0.00056810485,0.0011067914,0.056969207,happiness
neutral,0.011589783,0.020419838,0.0003461408,0.022533739,0.0020348113,0.94307566,neutral
surprise,0.04469109,0.7275839,0.0061603426,0.008546853,0.2115069,0.0015108668,fear
anger,0.99579144,0.003325924,0.00020101463,0.00045820884,0.00019419378,2.9230905e-05,anger
surprise,5.9722963e-05,0.0009687755,6.197337e-05,8.609768e-06,0.9988846,1.6368696e-05,surprise
happiness,0.00019493928,0.00022096952,0.99867475,0.00043860817,8.748257e-05,0.00038327128,happiness
sadness,0.21302086,0.059713088,0.014685055,0.054177772,0.016195286,0.642208,neutral
surprise,0.0028449127,0.0070795766,0.42966586,0.00030847458,0.55941206,0.00068908575,surprise
fear,0.0011663528,0.08425589,7.931486e-05,0.0009628506,0.91234976,0.0011858053,surprise
happiness,0.0025875366,0.014622263,0.5142801,0.3815067,0.00944844,0.0775549,happiness
surprise,0.0014511968,0.020147795,0.000767106,0.0014368728,0.96994376,0.0062532844,surprise
surprise,0.06503324,0.009600477,0.010010422,0.03878546,0.0004823413,0.8760881,neutral
neutral,0.044345733,0.3699616,0.0011166338,0.3586527,0.00078849704,0.22513483,fear
sadness,0.57075465,0.030899035,0.0009556713,0.33526915,0.0011756473,0.0609459,anger
happiness,0.026847139,0.014470841,0.50040674,0.045880184,0.07598224,0.33641288,happiness
anger,0.72625655,0.23919417,0.0014706485,0.018829668,0.011910542,0.0023384572,anger
sadness,0.014512926,0.011866385,0.00039535135,0.9674925,0.000120833145,0.005611972,sadness
neutral,0.038779087,0.3693038,0.0023605183,0.1673819,0.008974318,0.4132004,neutral
anger,0.8439379,0.15170743,0.0005437584,0.0026108793,0.0008392454,0.00036081762,anger
sadness,0.17107567,0.048091557,0.002281527,0.41186628,0.0005346916,0.36615023,sadness
neutral,0.21887542,0.011591345,0.15569302,0.0946994,0.0025732357,0.5165676,neutral
happiness,0.00038815825,0.008366678,0.7869045,0.00039448185,0.20361978,0.00032643415,happiness
anger,0.5944932,0.023307566,0.014299886,0.27192324,0.030526893,0.065449215,anger
fear,0.004421355,0.7701005,0.00039651294,0.002001736,0.22284445,0.00023551748,fear
sadness,0.012425831,0.013642954,0.004077839,0.9480971,0.0005169683,0.021239296,sadness
fear,0.0020840797,0.13286674,0.00458149,0.0012301777,0.8589303,0.00030721683,surprise
sadness,0.06092454,0.843257,0.0025874816,0.06380774,0.025273366,0.004149809,fear
fear,0.73423564,0.26460126,2.375458e-05,0.0006580129,0.00044341176,3.7878708e-05,anger
surprise,0.00060722016,0.002688554,0.00085637695,0.0001957617,0.99531317,0.00033884673,surprise
neutral,0.05075129,0.023766827,0.008853872,0.048776746,0.0030696136,0.8647817,neutral
surprise,0.032548457,0.18202685,0.15952034,0.0023448493,0.62093234,0.0026271802,surprise
fear,0.03171051,0.3770154,0.00023460855,0.5327072,0.00093343126,0.057398852,sadness
surprise,0.0001036708,0.0058924854,0.00013963395,0.00013772133,0.99367964,4.676741e-05,surprise
sadness,0.1373664,0.019532146,0.0046607605,0.42050967,0.0023759883,0.41555506,sadness
anger,0.99602354,0.002004902,0.0008947292,0.0005682105,0.00038668574,0.00012192297,anger
surprise,0.001319168,0.008997248,0.0031334406,0.0011360855,0.9827366,0.0026775333,surprise
fear,0.0033780653,0.9851778,0.0001698751,0.0008498519,0.010281008,0.00014325832,fear
surprise,0.32075366,0.074820675,0.30368915,0.048002727,0.22405097,0.02868284,anger
fear,0.021024479,0.11429313,0.00068181736,0.00084455684,0.86281574,0.0003402876,surprise
anger,0.7757956,0.22111532,0.0013290625,0.0010584176,0.00053986016,0.00016167978,anger
neutral,0.016700009,0.0059594787,0.057564605,0.022755919,0.00046682742,0.8965532,neutral
sadness,0.14336208,0.06082008,0.03155358,0.68058443,0.034122422,0.04955735,sadness
anger,0.9691228,0.029640052,0.00014488926,0.00080522016,0.00016956565,0.00011746062,anger
neutral,0.058620177,0.019946475,0.021518126,0.026286827,0.0020880473,0.87154037,neutral
sadness,0.0023557167,0.0024147786,9.107618e-06,0.9951292,8.272249e-06,8.286529e-05,sadness
surprise,0.84699374,0.023903156,0.00315303,0.014675416,0.099853225,0.011421419,anger
sadness,0.014373827,0.08433079,0.0049025025,0.73587745,0.000105473315,0.16040988,sadness
sadness,0.37040612,0.10403013,0.0015046903,0.15219979,0.0018058565,0.3700534,anger
anger,0.5081596,0.05156502,0.004122205,0.024497332,0.386945,0.024710856,anger
happiness,0.00022108536,9.422581e-05,0.9961099,0.00052204373,7.742286e-05,0.0029753607,happiness
neutral,0.053362526,0.069215305,0.047158748,0.2390186,0.004530722,0.58671415,neutral
surprise,0.029588433,0.035376664,0.056179944,0.020279525,0.004673677,0.85390174,neutral
surprise,0.0002556005,0.009090552,0.11689355,0.00013389805,0.8734853,0.0001410583,surprise
neutral,0.07380336,0.047370262,0.003899086,0.6217005,0.0004850904,0.25274172,sadness
sadness,0.0098951785,0.002990919,1.2879438e-05,0.98693466,6.1122187e-06,0.00016039508,sadness
sadness,0.13866511,0.022018304,0.008133109,0.27753672,0.00022657991,0.5534202,neutral
neutral,0.01843877,0.012772114,0.011020152,0.06036663,0.0004719021,0.8969305,neutral
fear,0.79331374,0.01367489,0.0018022747,0.10664988,0.0009429187,0.08361629,anger
fear,0.0016253088,0.9950604,0.00012015178,0.0022904596,0.0008711158,3.2543285e-05,fear
sadness,0.0030851623,0.011543317,0.00039722683,0.97605956,5.064879e-05,0.008864183,sadness
happiness,0.0004930241,0.00016345418,0.9986106,0.00030137514,0.00013224482,0.00029922067,happiness
fear,0.025863815,0.32561222,0.0032889487,0.5552789,0.0013001974,0.088656,sadness
surprise,0.0072833835,0.2528302,0.003978819,0.0059032384,0.7244673,0.0055371234,surprise
sadness,0.006218583,0.008389125,0.0014906063,0.9739517,0.0017041501,0.008245684,sadness
surprise,0.10289219,0.20520079,0.008346981,0.003001951,0.67944336,0.0011147619,surprise
anger,0.96931183,0.0031025712,0.0003264837,0.025899269,0.00040281285,0.0009570231,anger
anger,0.1239094,0.04323884,0.006071662,0.73038393,0.00095930404,0.09543682,sadness
sadness,0.14682056,0.14676991,0.06697633,0.5346239,0.01298258,0.091826625,sadness
anger,0.98235655,0.009414403,0.0020165576,0.00335828,0.0022716615,0.0005825545,anger
sadness,0.05592844,0.039367013,0.002341394,0.3526974,0.0015463277,0.5481194,neutral
happiness,0.0007629027,0.00013270455,0.9851539,0.00044454212,0.00016476585,0.0133412825,happiness
happiness,0.021627821,0.022397768,0.9254441,0.009000161,0.009246329,0.012283808,happiness
happiness,0.00017992043,0.000106345076,0.99815494,0.00010933394,5.261893e-05,0.0013968063,happiness
sadness,0.00041455953,0.00011250453,0.9443362,0.0005795231,0.002773624,0.051783584,happiness
anger,0.9994205,0.00020386268,0.00017864729,0.00016665626,1.2052477e-05,1.8283172e-05,anger
anger,0.03558207,0.66246027,0.005492947,0.18500815,0.03773273,0.07372383,fear
sadness,0.21764451,0.093607165,0.0010685405,0.1572148,0.004610921,0.52585405,neutral
sadness,0.007465288,0.07886956,0.0069749234,0.45783186,0.013983305,0.434875,sadness
sadness,0.046358746,0.073877715,0.0077939904,0.11560763,0.009067326,0.74729466,neutral
surprise,0.2881796,0.051230393,0.018067557,0.024853794,0.42869914,0.18896948,surprise
happiness,0.0005744792,9.6214586e-05,0.99681926,0.00023278105,0.00011403352,0.0021632588,happiness
anger,0.98714983,0.008619752,0.0016154185,0.0016288282,0.00051776547,0.00046837903,anger
happiness,1.45106e-05,6.469678e-05,0.9991054,4.2709384e-05,0.000670648,0.00010196254,happiness
neutral,0.39104736,0.2447656,0.022207748,0.15733518,0.0017552665,0.18288891,anger
neutral,0.029371768,0.02418545,0.007158289,0.053774487,0.0024562941,0.88305366,neutral
neutral,0.039123718,0.017152509,0.0054581203,0.039049465,0.0008193405,0.89839685,neutral
surprise,0.00074300356,0.0014669055,0.0011366842,0.0004303019,0.99334973,0.002873374,surprise
sadness,0.0073693935,0.015442845,0.00010378694,0.97650117,0.00022946825,0.00035324154,sadness
fear,0.86048275,0.13246357,0.0019977174,0.0031754777,0.0010554394,0.0008250013,anger
anger,0.094326414,0.021707715,0.8752434,0.00537054,0.0016173122,0.0017346411,happiness
sadness,0.076889634,0.035575148,0.009364538,0.7997023,0.0020326301,0.07643576,sadness
surprise,0.0009067833,0.0049234796,0.043964062,0.00021810012,0.94946194,0.0005255799,surprise
anger,0.5404983,0.04525354,0.39207885,0.00051509304,0.021086568,0.00056762126,anger
